# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon May 23 11:19:13 2022
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN sy_dist:        Distance [pc]
#
loc_rowid,pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_eqt,ttv_flag,st_teff,st_rad,st_mass,sy_dist
29294,Kepler-885 b,Kepler-885,1,1,1,Transit,2016,18.11472949,,2.500,0.223,,,,,,0,6187.00,1.35,1.21,651.3180000
29308,Kepler-886 b,Kepler-886,1,1,1,Transit,2016,6.24146367,,1.520,0.136,,,,,,0,6098.00,1.16,1.10,711.2970000
29321,Kepler-887 b,Kepler-887,1,1,2,Transit,2016,20.42228798,,1.840,0.164,,,,,,0,6194.00,1.29,1.19,886.5880000
29325,Kepler-887 c,Kepler-887,1,1,2,Transit,2016,7.63846023,,1.130,0.101,,,,,,0,6194.00,1.29,1.19,886.5880000
29341,Kepler-888 b,Kepler-888,1,1,1,Transit,2016,70.69790610,,1.760,0.157,,,,,,0,5875.00,0.90,0.97,420.8170000
29349,Kepler-889 b,Kepler-889,1,1,1,Transit,2016,3.74443900,,1.090,0.097,,,,,,0,5961.00,1.25,1.14,598.3130000
29360,Kepler-890 b,Kepler-890,1,1,1,Transit,2016,52.75875577,,8.890,0.793,,,,,,0,5954.00,1.13,1.09,1712.1200000
29364,Kepler-891 b,Kepler-891,1,1,1,Transit,2016,53.44945593,,6.410,0.572,,,,,,0,5887.00,1.07,1.06,2340.5800000
29376,Kepler-892 b,Kepler-892,1,1,1,Transit,2016,13.75210720,,2.810,0.251,,,,,,0,4747.00,0.72,0.75,570.7270000
29386,Kepler-893 b,Kepler-893,1,1,1,Transit,2016,6.33855761,,3.030,0.270,,,,,,0,5820.00,0.99,1.00,1285.5900000
29393,Kepler-894 b,Kepler-894,1,1,1,Transit,2016,9.80322400,,2.780,0.248,,,,,,0,5603.00,0.85,0.87,1162.9100000
29409,Kepler-895 b,Kepler-895,1,1,1,Transit,2016,2.80624233,,1.540,0.137,,,,,,0,4315.00,0.61,0.65,540.1340000
29417,Kepler-896 b,Kepler-896,1,1,1,Transit,2016,144.54739600,,2.530,0.226,,,,,,0,5262.00,0.81,0.84,2334.9300000
29421,Kepler-897 b,Kepler-897,1,1,1,Transit,2016,8.04726420,,2.390,0.213,,,,,,0,5839.00,1.04,1.03,1519.2500000
29430,Kepler-898 b,Kepler-898,1,1,1,Transit,2016,5.87061910,,1.490,0.133,,,,,,0,4223.00,0.62,0.65,484.8910000
29447,Kepler-899 b,Kepler-899,1,1,1,Transit,2016,19.17891293,,2.680,0.239,,,,,,0,5595.00,0.91,0.93,1246.4300000
29459,Kepler-9 b,Kepler-9,1,1,3,Transit,2010,19.23891000,0.143000,8.290,0.740,43.40000,0.13655,Mass,0.060900,,1,5774.00,0.96,1.02,628.2570000
29471,Kepler-9 c,Kepler-9,1,1,3,Transit,2010,38.98530000,0.227000,8.080,0.721,29.90000,0.09408,Mass,0.066910,,1,5774.00,0.96,1.02,628.2570000
29478,Kepler-9 d,Kepler-9,1,1,3,Transit,2010,1.59285100,0.027300,1.640,0.146,,,,,2026,0,5777.00,1.02,1.07,628.2570000
29481,Kepler-90 i,KOI-351,1,1,8,Transit,2017,14.44912000,,1.320,0.118,,,,,709,0,6015.00,1.29,1.12,848.2540000
29482,Kepler-900 b,Kepler-900,1,1,1,Transit,2016,6.99130860,,2.080,0.186,,,,,,0,4836.00,0.73,0.78,487.5250000
29498,Kepler-901 b,Kepler-901,1,1,1,Transit,2016,3.51749439,,1.370,0.122,,,,,,0,4184.00,0.57,0.59,253.8670000
29508,Kepler-902 b,Kepler-902,1,1,1,Transit,2016,40.10995470,,2.540,0.227,,,,,,0,5647.00,0.93,0.95,1165.3400000
29512,Kepler-903 b,Kepler-903,1,1,2,Transit,2016,10.35077210,,2.010,0.179,,,,,,0,5682.00,0.97,0.98,1369.2400000
29528,Kepler-903 c,Kepler-903,1,1,2,Transit,2016,62.92285570,,2.530,0.226,,,,,,0,5682.00,0.97,0.98,1369.2400000
29537,Kepler-904 b,Kepler-904,1,1,1,Transit,2016,3.02166863,,1.770,0.158,,,,,,0,6160.00,1.25,1.16,978.1250000
29543,Kepler-905 b,Kepler-905,1,1,1,Transit,2016,5.08274652,,1.410,0.126,,,,,,0,5461.00,0.86,0.95,529.2680000
29552,Kepler-906 b,Kepler-906,1,1,1,Transit,2016,41.69799760,,2.110,0.188,,,,,,0,6035.00,1.02,1.06,757.7910000
29563,Kepler-907 b,Kepler-907,1,1,1,Transit,2016,15.86621821,,1.200,0.107,,,,,,0,6106.00,1.38,1.08,
29576,Kepler-908 b,Kepler-908,1,3,1,Transit,2016,1.34059747,,1.220,0.109,,,,,,0,5973.00,1.12,1.11,290.8430000
29587,Kepler-909 b,Kepler-909,1,1,1,Transit,2016,13.93290318,,1.470,0.131,,,,,,0,6154.00,1.23,1.17,309.5960000
29597,Kepler-91 b,Kepler-91,1,1,1,Transit,2013,6.24658000,0.073100,15.323,1.367,257.44230,0.81000,Mass,,2040,0,4550.00,6.30,1.31,1294.6900000
29611,Kepler-910 b,Kepler-910,1,1,1,Transit,2016,2.36436901,,0.820,0.073,,,,,,0,6230.00,1.50,1.26,400.2890000
29618,Kepler-911 b,Kepler-911,1,1,1,Transit,2016,20.31050100,,2.600,0.232,,,,,,0,6112.00,1.99,1.34,556.1680000
29625,Kepler-912 b,Kepler-912,1,1,1,Transit,2016,2.53475627,,2.800,0.250,,,,,,0,5998.00,1.11,1.07,2004.7200000
29636,Kepler-913 b,Kepler-913,1,1,2,Transit,2016,10.29672521,,2.060,0.184,,,,,,0,4687.00,0.61,0.63,991.6180000
29644,Kepler-913 c,Kepler-913,1,1,2,Transit,2021,5.93911982,,3.858,0.344,,,,,,0,6068.00,1.80,1.29,991.6180000
29655,Kepler-914 b,Kepler-914,1,1,1,Transit,2016,4.40966548,,1.380,0.123,,,,,,0,5877.00,1.15,1.10,753.7230000
29658,Kepler-915 b,Kepler-915,1,1,1,Transit,2016,4.59489604,,1.500,0.134,,,,,,0,6173.00,1.38,1.21,849.0360000
29667,Kepler-916 b,Kepler-916,1,1,1,Transit,2016,32.29687980,,1.760,0.157,,,,,,0,5248.00,0.81,0.85,830.7120000
29678,Kepler-917 b,Kepler-917,1,1,1,Transit,2016,2.97041437,,1.910,0.170,,,,,,0,5418.00,0.76,0.80,3460.5100000
29690,Kepler-918 b,Kepler-918,1,1,1,Transit,2016,4.85386933,,1.740,0.155,,,,,,0,6028.00,1.14,1.11,1025.0300000
29698,Kepler-919 b,Kepler-919,1,1,1,Transit,2016,11.04603384,,2.250,0.201,,,,,,0,6113.00,1.21,1.15,1119.8700000
29710,Kepler-92 b,Kepler-92,1,1,3,Transit,2013,13.74900000,,3.510,0.313,64.30000,0.20200,Mass,,,1,,1.70,1.21,477.9920000
29724,Kepler-92 c,Kepler-92,1,1,3,Transit,2013,26.72300000,,2.600,0.232,6.10000,0.01900,Mass,,,1,,1.70,1.21,477.9920000
29726,Kepler-92 d,Kepler-92,1,1,3,Transit,2015,49.35680000,,2.067,0.184,,,,0.070000,,0,5904.34,1.82,1.07,477.9920000
29737,Kepler-920 b,Kepler-920,1,1,2,Transit,2016,6.53192704,,2.420,0.216,,,,,,0,5403.00,0.85,0.89,1001.6800000
29747,Kepler-920 c,Kepler-920,1,1,2,Transit,2016,100.82741130,,3.800,0.339,,,,,,0,5403.00,0.85,0.89,1001.6800000
29764,Kepler-921 b,Kepler-921,1,1,1,Transit,2016,51.30063400,,2.870,0.256,,,,,,0,5663.00,0.91,0.93,934.4900000
29768,Kepler-922 b,Kepler-922,1,1,1,Transit,2016,0.93846683,,1.420,0.127,,,,,,0,5671.00,0.93,0.95,536.3230000
29775,Kepler-923 b,Kepler-923,1,1,1,Transit,2016,6.93366476,,1.380,0.123,,,,,,0,5988.00,1.26,1.11,1000.2800000
29791,Kepler-924 b,Kepler-924,1,1,1,Transit,2016,61.03701170,,3.070,0.274,,,,,,0,6167.00,1.23,1.14,1053.0400000
29799,Kepler-925 b,Kepler-925,1,1,1,Transit,2016,33.86785310,,2.340,0.209,,,,,,0,4673.00,0.72,0.77,611.1150000
29802,Kepler-926 b,Kepler-926,1,1,1,Transit,2016,52.06886010,,2.310,0.206,,,,,,0,5806.00,1.01,1.01,921.3610000
29811,Kepler-927 b,Kepler-927,1,1,1,Transit,2016,9.11499030,,1.720,0.153,,,,,,0,5743.00,0.99,0.99,831.6850000
29823,Kepler-928 b,Kepler-928,1,1,1,Transit,2016,3.93246130,,1.590,0.142,,,,,,0,4700.00,0.70,0.73,508.8090000
29837,Kepler-929 b,Kepler-929,1,1,1,Transit,2016,0.92103214,,1.110,0.099,,,,,,0,5869.00,1.02,1.01,1311.2300000
29849,Kepler-93 b,Kepler-93,1,1,2,Transit,2014,4.72674000,,1.569,0.140,4.54426,0.01430,Mass,0.000000,,0,5669.00,0.98,1.09,95.9115000
29854,Kepler-93 c,Kepler-93,1,1,2,Radial Velocity,2014,1460.00000000,,,,954.00000,3.00000,Mass,,,0,5669.00,0.92,0.91,95.9115000
29860,Kepler-930 b,Kepler-930,1,1,1,Transit,2016,71.45177750,,2.130,0.190,,,,,,0,6335.00,1.40,1.25,848.3960000
29870,Kepler-931 b,Kepler-931,1,1,1,Transit,2016,8.03755877,,1.330,0.119,,,,,,0,5241.00,0.81,0.86,
29883,Kepler-932 b,Kepler-932,1,1,1,Transit,2016,1.92143740,,1.370,0.122,,,,,,0,5331.00,0.84,0.87,465.6120000
29891,Kepler-933 b,Kepler-933,1,1,1,Transit,2016,14.20443009,,2.460,0.219,,,,,,0,5346.00,0.84,0.87,1017.2000000
29897,Kepler-934 b,Kepler-934,1,1,1,Transit,2016,55.67383090,,2.090,0.186,,,,,,0,5001.00,0.77,0.81,608.7380000
29912,Kepler-935 b,Kepler-935,1,1,1,Transit,2016,4.88083852,,1.350,0.120,,,,,,0,4830.00,0.73,0.78,471.7820000
29914,Kepler-936 b,Kepler-936,1,1,1,Transit,2016,10.56134221,,1.450,0.129,,,,,,0,5482.00,0.89,0.92,823.3990000
29922,Kepler-937 b,Kepler-937,1,1,2,Transit,2016,67.66882700,,3.720,0.332,,,,,,0,6095.00,1.22,1.15,1571.4600000
29932,Kepler-937 c,Kepler-937,1,1,2,Transit,2016,153.34336400,,2.670,0.238,,,,,,0,6095.00,1.22,1.15,1571.4600000
29943,Kepler-938 b,Kepler-938,1,1,1,Transit,2016,52.62984170,,2.220,0.198,,,,,,0,5533.00,0.89,0.92,1182.0500000
29952,Kepler-939 b,Kepler-939,1,1,1,Transit,2016,14.87829600,,1.750,0.156,,,,,,0,5471.00,0.85,0.88,2093.6200000
29967,Kepler-94 b,Kepler-94,1,1,2,Transit,2014,2.50806000,,3.510,0.313,10.84000,0.03400,Mass,,,0,4781.00,0.76,0.81,191.9040000
29971,Kepler-94 c,Kepler-94,1,1,2,Radial Velocity,2014,820.30000000,,,,3126.00000,9.83600,Mass,,,0,4781.00,0.76,0.81,191.9040000
29975,Kepler-940 b,Kepler-940,1,1,1,Transit,2016,59.62252570,,3.340,0.298,,,,,,0,5769.00,0.96,0.97,1260.7800000
29988,Kepler-941 b,Kepler-941,1,1,1,Transit,2016,17.42395198,,3.080,0.275,,,,,,0,5539.00,0.86,0.89,1088.3600000
30000,Kepler-942 b,Kepler-942,1,1,1,Transit,2016,44.96417488,,2.130,0.190,,,,,,0,4861.00,0.75,0.81,216.3540000
30002,Kepler-943 b,Kepler-943,1,1,1,Transit,2016,49.77014380,,5.930,0.529,,,,,,0,5612.00,0.91,0.93,2300.5300000
30012,Kepler-944 b,Kepler-944,1,1,1,Transit,2016,43.31677370,,2.630,0.235,,,,,,0,5409.00,0.83,0.86,1349.4300000
30025,Kepler-945 b,Kepler-945,1,1,1,Transit,2016,31.00338140,,2.630,0.235,,,,,,0,5718.00,0.97,0.97,1651.2500000
30031,Kepler-946 b,Kepler-946,1,1,1,Transit,2016,11.79162572,,1.930,0.172,,,,,,0,5665.00,0.93,0.94,1137.2900000
30047,Kepler-947 b,Kepler-947,1,1,1,Transit,2016,26.96443170,,2.280,0.203,,,,,,0,5508.00,0.87,0.90,1730.7800000
30051,Kepler-948 b,Kepler-948,1,1,1,Transit,2016,7.76846622,,1.850,0.165,,,,,,0,5679.00,0.94,0.96,868.0170000
30069,Kepler-949 b,Kepler-949,1,1,1,Transit,2016,8.68930730,,2.910,0.260,,,,,,0,5403.00,0.86,0.89,486.1050000
30073,Kepler-95 b,Kepler-95,1,1,1,Transit,2014,11.52310000,,3.420,0.305,13.00000,0.04100,Mass,,,0,5699.00,1.41,1.08,445.6560000
30090,Kepler-950 b,Kepler-950,1,1,1,Transit,2016,98.71804060,,8.980,0.801,,,,,,0,5857.00,1.02,1.02,2161.6000000
30095,Kepler-951 b,Kepler-951,1,2,1,Transit,2016,71.52530845,,5.590,0.499,,,,,,0,4834.00,0.73,0.77,382.5090000
30108,Kepler-952 b,Kepler-952,1,1,1,Transit,2016,130.35469190,,7.650,0.682,,,,,,0,5730.00,0.99,1.00,1304.2500000
30114,Kepler-953 b,Kepler-953,1,1,2,Transit,2016,88.40655258,,4.210,0.376,,,,,,0,5416.00,0.99,0.95,258.8930000
30125,Kepler-953 c,Kepler-953,1,1,2,Transit,2016,9.10967112,,1.190,0.106,,,,,,0,5416.00,0.99,0.95,258.8930000
30137,Kepler-954 b,Kepler-954,1,1,1,Transit,2016,16.78176602,,2.320,0.207,,,,,,0,4990.00,0.76,0.82,215.8140000
30141,Kepler-955 b,Kepler-955,1,1,1,Transit,2016,14.53244172,,3.130,0.279,,,,,,0,5350.00,0.84,0.89,550.3830000
30152,Kepler-956 b,Kepler-956,1,1,1,Transit,2016,5.24867263,,3.000,0.268,,,,,,0,6040.00,1.15,1.10,544.9390000
30158,Kepler-957 b,Kepler-957,1,1,1,Transit,2016,5.90741354,,5.500,0.491,,,,,,0,4963.00,0.75,0.81,824.6880000
30167,Kepler-958 b,Kepler-958,1,1,1,Transit,2016,9.76788050,,2.060,0.184,,,,,,0,5421.00,0.86,0.91,449.7730000
30180,Kepler-959 b,Kepler-959,1,1,1,Transit,2016,14.80074836,,4.380,0.391,,,,,,0,7005.00,2.01,1.60,807.7290000
30186,Kepler-96 b,Kepler-96,1,1,1,Transit,2014,16.23850000,,2.670,0.238,8.46000,0.02700,Mass,,,0,5690.00,1.02,1.00,122.8810000
30201,Kepler-960 b,Kepler-960,1,1,1,Transit,2016,3.12686223,,2.290,0.204,,,,,,0,4755.00,0.72,0.77,284.9160000
30211,Kepler-961 b,Kepler-961,1,1,1,Transit,2016,16.87727414,,2.550,0.227,,,,,,0,5582.00,0.90,0.96,574.3140000
30222,Kepler-962 b,Kepler-962,1,1,1,Transit,2016,12.05707239,,1.970,0.176,,,,,,0,5478.00,0.86,0.93,411.4860000
30230,Kepler-963 b,Kepler-963,1,1,1,Transit,2016,9.97683705,,2.660,0.237,,,,,,0,5461.00,0.87,0.91,771.4940000
30236,Kepler-964 b,Kepler-964,1,1,1,Transit,2016,13.52251060,,2.120,0.189,,,,,,0,5427.00,0.84,0.93,454.6260000
30254,Kepler-965 b,Kepler-965,1,1,1,Transit,2016,134.25272980,,3.380,0.302,,,,,,0,5886.00,1.15,1.05,582.8280000
30260,Kepler-966 b,Kepler-966,1,1,1,Transit,2016,99.74762200,,4.130,0.368,,,,,,1,5840.00,1.02,1.02,1027.8000000
30266,Kepler-967 b,Kepler-967,1,1,2,Transit,2016,13.22713379,,2.350,0.210,,,,,,0,5178.00,0.80,0.84,568.5460000
30279,Kepler-967 c,Kepler-967,1,1,2,Transit,2016,198.71125020,,3.650,0.326,,,,,,0,5178.00,0.80,0.84,568.5460000
30284,Kepler-968 b,Kepler-968,1,1,3,Transit,2016,3.69298373,,2.000,0.178,,,,,,0,4598.00,0.70,0.76,290.3240000
30295,Kepler-968 c,Kepler-968,1,1,3,Transit,2016,5.70940492,,1.690,0.151,,,,,,0,4598.00,0.70,0.76,290.3240000
30308,Kepler-969 b,Kepler-969,1,1,2,Transit,2016,34.17317140,,2.070,0.185,,,,,,0,5214.00,0.82,0.92,390.3540000
30313,Kepler-969 c,Kepler-969,1,1,2,Transit,2016,1.68293460,,0.990,0.088,,,,,,0,5214.00,0.82,0.92,390.3540000
30320,Kepler-97 b,Kepler-97,1,1,2,Transit,2014,2.58664000,,1.480,0.132,3.51000,0.01100,Mass,,,0,5779.00,0.98,0.94,400.9070000
30331,Kepler-97 c,Kepler-97,1,1,2,Radial Velocity,2014,789.00000000,,,,344.00000,1.08000,Mass,,,0,5779.00,0.98,0.94,400.9070000
30333,Kepler-970 b,Kepler-970,1,2,1,Transit,2016,16.73652231,,2.770,0.247,,,,,,0,4511.00,0.67,0.70,331.5450000
30346,Kepler-971 b,Kepler-971,1,1,1,Transit,2016,9.59070716,,2.130,0.190,,,,,,0,5431.00,0.85,0.88,338.5220000
30353,Kepler-972 b,Kepler-972,1,1,1,Transit,2016,7.03932553,,4.650,0.415,,,,,,0,6146.00,1.22,1.15,1198.0300000
30366,Kepler-973 b,Kepler-973,1,1,1,Transit,2016,49.60773310,,1.960,0.175,,,,,,0,5213.00,0.78,0.86,328.5200000
30376,Kepler-974 b,Kepler-974,1,1,1,Transit,2016,4.19449651,,1.570,0.140,,,,,,0,3687.00,0.50,0.52,134.3110000
30387,Kepler-975 b,Kepler-975,1,1,1,Transit,2016,1.97034246,,1.480,0.132,,,,,,0,4897.00,0.75,0.80,426.0880000
30391,Kepler-976 b,Kepler-976,1,1,1,Transit,2016,105.95641480,,3.960,0.353,,,,,,0,5232.00,0.83,0.87,1012.4100000
30405,Kepler-977 b,Kepler-977,1,1,1,Transit,2016,26.85328322,,2.620,0.234,,,,,,0,5315.00,0.83,0.87,568.7510000
30409,Kepler-978 b,Kepler-978,1,1,1,Transit,2016,49.62215090,,2.990,0.267,,,,,,0,6002.00,1.09,1.07,682.5220000
30419,Kepler-979 b,Kepler-979,1,1,1,Transit,2016,8.08801350,,2.720,0.243,,,,,,0,5310.00,0.83,0.87,576.5030000
30436,Kepler-98 b,Kepler-98,1,1,1,Transit,2014,1.54168000,,1.990,0.178,3.55000,0.01100,Mass,,,0,5539.00,1.11,0.99,350.3150000
30441,Kepler-980 b,Kepler-980,1,1,1,Transit,2016,11.55102504,,2.670,0.238,,,,,,0,5935.00,1.06,1.05,961.4680000
30456,Kepler-981 b,Kepler-981,1,1,1,Transit,2016,4.46975774,,2.310,0.206,,,,,,0,5718.00,0.96,0.98,878.0820000
30462,Kepler-982 b,Kepler-982,1,1,1,Transit,2016,15.77382210,,2.250,0.201,,,,,,0,6139.00,1.29,1.16,801.4790000
30468,Kepler-983 b,Kepler-983,1,1,1,Transit,2016,60.08550820,,2.360,0.211,,,,,,0,6052.00,1.08,1.13,714.4370000
30483,Kepler-984 b,Kepler-984,1,1,1,Transit,2016,43.03422720,,2.120,0.189,,,,,,0,5610.00,0.93,0.96,460.1880000
30490,Kepler-985 b,Kepler-985,1,1,1,Transit,2016,116.33190100,,2.980,0.266,,,,,,0,5434.00,0.85,0.91,679.3610000
30504,Kepler-986 b,Kepler-986,1,1,1,Transit,2016,56.43499380,,2.360,0.211,,,,,,0,5642.00,0.98,0.96,548.3640000
30511,Kepler-987 b,Kepler-987,1,1,1,Transit,2016,105.30331480,,3.260,0.291,,,,,,0,5637.00,0.91,0.97,914.1260000
30523,Kepler-988 b,Kepler-988,1,1,1,Transit,2016,17.76080053,,2.070,0.185,,,,,,0,4005.00,0.53,0.55,304.8890000
30531,Kepler-989 b,Kepler-989,1,1,1,Transit,2016,7.96431535,,2.210,0.197,,,,,,0,5074.00,0.78,0.82,491.9780000
30541,Kepler-99 b,Kepler-99,1,2,1,Transit,2014,4.60358000,,1.480,0.132,6.15000,0.01900,Mass,,,0,4782.00,0.73,0.79,208.3690000
30551,Kepler-990 b,Kepler-990,1,1,2,Transit,2016,9.91723428,,2.600,0.232,,,,,,0,5948.00,1.08,1.05,802.1630000
30555,Kepler-990 c,Kepler-990,1,1,2,Transit,2016,0.53835431,,1.530,0.136,,,,,,0,5948.00,1.08,1.05,802.1630000
30564,Kepler-991 b,Kepler-991,1,1,1,Transit,2016,82.53425190,,2.540,0.227,,,,,,0,4392.00,0.61,0.64,389.5610000
30573,Kepler-992 b,Kepler-992,1,1,1,Transit,2016,20.16034462,,1.620,0.145,,,,,,0,4944.00,0.74,0.80,259.6390000
30583,Kepler-993 b,Kepler-993,1,1,1,Transit,2016,22.08557563,,2.970,0.265,,,,,,0,3843.00,0.54,0.57,324.4230000
30598,Kepler-994 b,Kepler-994,1,1,1,Transit,2016,1.15116651,,1.600,0.143,,,,,,0,3934.00,0.54,0.56,188.1580000
30610,Kepler-995 b,Kepler-995,1,1,1,Transit,2016,28.26731672,,2.700,0.241,,,,,,0,5206.00,0.80,0.83,609.6380000
30616,Kepler-996 b,Kepler-996,1,1,1,Transit,2016,3.77059058,,1.980,0.177,,,,,,0,6014.00,1.14,1.09,1216.5800000
30626,Kepler-997 b,Kepler-997,1,1,1,Transit,2016,2.70730672,,1.360,0.121,,,,,,0,6150.00,1.56,1.22,467.5680000
30632,Kepler-998 b,Kepler-998,1,1,1,Transit,2016,5.65377733,,2.320,0.207,,,,,,0,6058.00,1.18,1.12,986.3640000
30650,Kepler-999 b,Kepler-999,1,1,1,Transit,2016,5.99185702,,2.340,0.209,,,,,,0,6237.00,1.65,1.29,545.0630000
30652,L 168-9 b,L 168-9,1,1,1,Transit,2020,1.40150000,0.020910,1.390,0.124,4.60000,0.01447,Mass,0.210000,965,0,3800.00,0.60,0.62,25.1496000
30655,L 98-59 b,L 98-59,1,1,4,Transit,2019,2.25311360,0.021910,0.850,0.076,0.40000,0.00126,Mass,0.103000,627,0,3415.00,0.30,0.27,10.6194000
30660,L 98-59 c,L 98-59,1,1,4,Transit,2019,3.69067770,0.030400,1.385,0.124,2.22000,0.00698,Mass,0.103000,553,0,3415.00,0.30,0.27,10.6194000
30663,L 98-59 d,L 98-59,1,1,4,Transit,2019,7.45072450,0.048600,1.521,0.136,1.94000,0.00610,Mass,0.074000,416,0,3415.00,0.30,0.27,10.6194000
30666,L 98-59 e,L 98-59,1,1,4,Radial Velocity,2021,12.79600000,0.071700,,,3.06000,0.00963,Msini,0.128000,342,0,3415.00,0.30,0.27,10.6194000
30670,LHS 1140 b,LHS 1140,1,1,2,Transit,2017,24.73694000,0.095700,1.635,0.146,6.38000,0.02007,Mass,0.096000,379,0,2988.00,0.21,0.19,14.9861000
30673,LHS 1140 c,LHS 1140,1,1,2,Transit,2018,3.77792000,0.027340,1.169,0.104,1.76000,0.00554,Mass,0.274000,709,0,2988.00,0.21,0.19,14.9861000
30675,LHS 1478 b,LHS 1478,1,1,1,Transit,2021,1.94953780,0.018480,1.242,0.111,2.33000,0.00733,Mass,,595,0,3381.00,0.25,0.24,18.2276000
30677,LHS 1678 b,LHS 1678,1,2,2,Transit,2021,0.86023220,0.012510,0.696,0.062,0.35000,0.00110,Mass,0.250000,,0,3490.00,0.33,0.34,19.8782000
30678,LHS 1678 c,LHS 1678,1,2,2,Transit,2021,3.69424700,0.033100,0.982,0.088,1.40000,0.00440,Mass,0.220000,,0,3490.00,0.33,0.34,19.8782000
30680,LHS 1815 b,LHS 1815,1,1,1,Transit,2020,3.81433000,0.040400,1.088,0.097,8.70000,0.02737,Mass,0.000000,617,0,3643.00,0.50,0.50,29.8424000
30683,LHS 3844 b,LHS 3844,1,1,1,Transit,2019,0.46292913,0.006220,1.303,0.116,,,,,805,0,3036.00,0.19,0.15,14.8846000
30686,LP 714-47 b,LP 714-47,1,1,1,Transit,2020,4.05203700,0.041700,4.700,0.419,30.80000,0.09691,Mass,0.040000,700,0,3950.00,0.58,0.59,52.6160000
30690,LP 791-18 b,LP 791-18,1,1,2,Transit,2019,0.94800500,0.009690,1.120,0.100,,,,0.000000,650,0,2960.00,0.17,0.14,26.4927000
30691,LP 791-18 c,LP 791-18,1,1,2,Transit,2019,4.98996300,0.029392,2.310,0.206,,,,0.000000,370,0,2960.00,0.17,0.14,26.4927000
30693,LSPM J2116+0234 b,LSPM J2116+0234,1,1,1,Radial Velocity,2019,14.43990000,0.087600,,,13.30000,0.04185,Msini,0.183000,,0,3475.00,0.43,0.43,17.6297000
30694,LTT 1445 A b,LTT 1445 A,1,3,2,Transit,2019,5.35876570,0.038130,1.305,0.116,2.87000,0.00903,Mass,0.110000,424,0,3340.00,0.27,0.26,6.8692900
30697,LTT 1445 A c,LTT 1445 A,1,3,2,Transit,2022,3.12390350,0.026610,1.147,0.102,1.54000,0.00485,Mass,0.223000,508,0,3340.00,0.27,0.26,6.8692900
30698,LTT 3780 b,LTT 3780,1,2,2,Transit,2020,0.76844800,0.012110,1.332,0.119,2.62000,0.00824,Mass,0.000000,892,0,3331.00,0.37,0.40,21.9814000
30703,LTT 3780 c,LTT 3780,1,2,2,Transit,2020,12.25190000,0.076730,2.300,0.205,8.60000,0.02706,Mass,0.060000,353,0,3331.00,0.37,0.40,21.9814000
30705,LTT 9779 b,LTT 9779,1,1,1,Transit,2020,0.79205200,0.016790,4.720,0.421,29.32000,0.09225,Mass,0.000000,1978,0,5443.00,0.95,0.77,80.4373000
30706,LkCa 15 b,LkCa 15,1,1,2,Imaging,2015,,14.700000,,,,,,,,0,4194.00,1.61,,158.1520000
30707,LkCa 15 c,LkCa 15,1,1,2,Imaging,2015,,18.600000,,,,,,,,0,4194.00,1.61,,158.1520000
30708,Lupus-TR-3 b,Lupus-TR-3,1,1,1,Transit,2007,3.91405000,0.046400,9.976,0.890,257.43100,0.81000,Mass,0.000000,,0,5000.00,0.82,0.87,773.4090000
30709,MASCARA-1 b,MASCARA-1,1,1,1,Transit,2017,2.14878000,0.043000,16.814,1.500,1175.97100,3.70000,Mass,0.000000,2570,0,7554.00,2.10,1.72,182.2730000
30710,MASCARA-4 b,MASCARA-4,1,2,1,Transit,2020,2.82406000,0.047000,17.150,1.530,985.27300,3.10000,Mass,0.000000,2100,0,7800.00,1.92,1.75,170.6960000
30711,MOA-2007-BLG-192L b,MOA-2007-BLG-192L,1,1,1,Microlensing,2008,,0.620000,,,3.30000,0.01000,Mass,,,0,,,0.06,1000.0000000
30713,MOA-2007-BLG-400L b,MOA-2007-BLG-400L,1,1,1,Microlensing,2008,,6.500000,,,260.00000,0.83000,Mass,,103,0,,,0.30,5800.0000000
